11,82.71083832,21.90451241,-1.170681953,-1.399890661;23.19218826,82.28190613,-2.038147449,2.427746534;83.79115295,66.04566193,6.476529121,-6.760165691;58.68979645,46.35255051,1.811831951,-7.51849556;88.00268555,54.99550629,1.361515045,-2.00322485;82.56583405,51.3219223,2.88929987,-4.855754375;80.70907593,64.44678497,11.69263363,-13.82337952;54.19036865,78.77573395,10.57634258,-0.824927628;83.6799469,67.19846344,1.285883665,-3.393185854;76.87075806,76.74978638,10.6288662,-11.56750202;42.68888474,9.046841621,13.28313351,4.157638073;2.076364279,45.80815887,0.074025057,-0.314956754;80.80428314,19.17081261,-5.389915466,-7.942793369;71.53630066,81.1259079,13.38138771,-7.31586647;78.15222931,68.07796478,13.96448898,-14.4550848;53.37793732,2.933371544,10.39962006,-0.608471811;72.34957886,77.45352173,13.86294937,-16.01362991;88.90117645,50.1366272,1.132978201,-6.731533051;65.69586945,71.76369476,8.595105171,-6.308019638;77.90409851,72.38796997,9.762800217,-14.03780556;81.86248016,70.45186615,2.680622816,-5.626441002;73.24179077,67.05761719,10.35971355,-13.89378452;79.90805817,73.0167923,2.395567656,-1.734595299;80.34354401,25.68420792,-4.030565262,-7.515602589;78.35806274,74.93524933,4.257235527,-3.58767724
12,82.58517456,21.69951439,-1.467608094,-1.601661682;23.03353882,82.46079254,-1.400226712,1.685767055;84.24454498,65.51450348,5.676986217,-1.845690608;58.91017914,45.62227249,2.034060001,-7.313439846;88.13812256,54.78765488,1.06294632,-1.819111347;82.76786804,50.93685913,0.945430219,-4.110340595;81.66017914,63.38960648,9.468263626,-10.80230331;55.55718613,78.71687317,14.1860075,-0.47178185;83.74152374,66.9329834,0.33082217,-3.280149221;77.67201996,75.85723877,7.788170815,-9.312446594;43.90076065,9.197889328,12.54809761,0.320854962;2.077703714,45.80738068,0.050672546,-0.039159611;80.08383179,18.23770714,-6.88858223,-9.234052658;72.52911377,80.61172485,9.795203209,-5.449046612;79.24728394,66.68577576,10.51590443,-13.88116741;54.15486526,2.918048143,7.745688915,-0.04023286;73.81253815,75.88201141,15.2814312,-15.68049335;88.9718399,49.1778717,0.876891553,-9.702324867;66.3409729,71.2769165,6.354906559,-4.815997601;78.5927887,71.38471222,6.914489746,-9.882705688;82.28567505,69.60042572,3.548106909,-8.964004517;74.12204742,65.92958832,9.996788025,-9.972149849;80.01859283,72.90975189,1.604461432,-0.872785211;79.62602997,24.55167389,-7.455257893,-11.33943176;79.15602875,74.11705017,8.601376534,-8.052768707
13,66.05957031,6.938420296,-0.923629224,-1.198446393;30.07693863,87.10601807,9.294528008,4.807038307;89.01556396,39.34835434,-2.292461157,-17.1100235;65.18217468,34.42338562,1.110355973,-1.525619626;86.76832581,39.2064209,-2.418787241,-19.57398224;81.73092651,28.21931076,-3.813003778,-10.15848446;88.46355438,36.67378235,-4.134866714,-17.82990456;72.72945404,72.17512512,6.62278986,-1.273863196;87.21007538,56.77616119,1.784244776,-15.14431667;85.85501099,44.45324326,-3.900804758,-26.9067955;63.15105057,5.327186584,0.4152188,-0.138024554;2.137257338,45.65480423,0.023478501,-0.132299006;60.59612274,3.985524893,-8.150798798,-4.509873867;87.14815521,59.98110199,4.475543976,-13.96975231;88.2530365,42.68865585,-0.613712072,-14.66323948;89.19959259,49.60850906,0.117740139,-4.194818974;84.45002747,47.9973259,1.865998387,-14.16741657;86.98227692,33.65174484,-2.837634563,-11.82164764;75.01248169,66.75278473,13.38377666,-8.438391685;85.62095642,39.09740829,-1.216673017,-18.6819706;88.6807785,52.29957199,1.597443342,-5.853745937;83.31850433,33.36030579,-5.625619411,-14.91394997;67.49924469,7.566044807,0.16134207,1.442648053;66.60444641,10.92344761,-0.109826095,-1.45968473;86.59202576,45.83398438,-1.769909859,-16.65873718
14,66.07078552,6.935797215,-0.324401349,-0.200982317;30.7856884,87.33499908,6.990382195,2.299777746;88.68056488,37.36396408,-4.225056648,-19.67100334;65.25361633,34.30464554,0.33739233,-1.185576797;86.63136292,37.29487228,-2.171958447,-18.91300964;81.41169739,27.48494148,-3.168829918,-7.264518261;88.23300171,34.95544815,-2.058847189,-17.38459015;73.33315277,71.98416138,5.412537575,-3.743942499;87.32603455,54.52967453,0.359342605,-22.55712891;85.62096405,42.28707123,-1.998446703,-21.770504;63.19871902,5.327936649,-1.791038871,-0.408301473;2.123086929,45.68126678,-0.014831842,0.274079949;59.03185654,3.82779789,-16.58217239,-0.129242584;87.53104401,58.40060425,4.570587158,-15.34911156;88.24715424,41.55145264,-0.752282619,-11.121068;89.14613342,49.1824379,-0.032104161,-4.02679491;84.5418396,46.91682816,0.675157964,-10.8967123;86.67144775,32.51171494,-2.867349386,-11.3753624;76.22901917,65.8846817,11.95439434,-8.900243759;85.32139587,36.89619827,-3.349210501,-22.1750164;88.79582214,51.88757706,1.084971309,-4.197693825;82.43371582,31.6775856,-8.988567352,-16.96223259;67.58148193,7.667739391,4.38983345,1.494444013;66.5692749,10.76380253,-0.257505238,-1.611180902;86.87412262,43.48413467,1.429381728,-23.53817368
15,66.06530762,6.924145699,0.00716744,-0.121907152;31.32626152,87.50195313,5.657126427,1.664040804;87.82073975,35.10654068,-9.754812241,-22.63279915;65.32846069,34.05934525,-0.853821337,-3.009354353;86.26802826,34.74767303,-3.980766535,-25.38614082;80.75977325,26.29980659,-7.201933861,-11.5928688;87.84877014,33.30614853,-5.11695528,-16.24414444;74.47177887,71.49829865,11.77237129,-3.993458986;87.30300903,52.66817474,0.056518253,-18.62593842;85.45124054,40.29653168,-1.224512458,-20.25059509;63.14134216,5.191799164,-1.541746259,-1.44791162;2.129911184,45.6784668,0.102070697,-0.145364657;57.63282776,3.47560811,-14.2017231,-4.208138943;88.00960541,56.60887146,4.63688612,-18.2123909;88.14234161,40.2063446,-0.338288248,-13.76611519;89.14922333,48.74700928,-0.810592711,-4.028698921;84.55896759,46.00321579,0.112439223,-9.060727119;86.39632416,31.72214317,-2.687192917,-8.073990822;77.37602234,64.69676208,10.383008,-12.97732258;85.07618713,35.4486084,-2.706903458,-14.46632099;89.00337982,51.41106796,1.994564295,-4.546434402;81.20323181,29.99369621,-13.35077667,-15.71004009;67.57817841,7.714682579,0.534795582,0.972406089;66.51303101,10.60919762,-0.666123986,-1.568148255;86.79947662,40.82120895,-0.317756534,-26.63006592
16,66.04737854,6.917784691,-0.18135117,0.079173155;32.01400375,87.72306061,6.324071884,1.834118128;86.56613159,32.68605423,-12.11603546,-24.28153419;65.36207581,33.83615494,0.298568696,-2.301756382;85.41004944,32.73321533,-8.657297134,-20.61602211;79.95657349,24.84780884,-9.019701004,-13.86623478;87.2766037,31.3016758,-5.824217319,-20.32475281;75.52727509,70.9986496,10.42048836,-4.809352398;87.32285309,51.16456985,0.780504405,-15.20202923;85.36434174,38.30615234,-1.759979963,-19.92720222;63.03764725,5.174742222,-1.319182396,-0.190417796;2.132846832,45.68623734,0.125171229,0.316002011;56.35873032,3.018289566,-13.02129841,-4.065868378;88.52523804,54.94939423,4.805694103,-16.4977684;88.03038788,39.0908699,-1.611031532,-10.83336258;89.22904968,48.19218063,1.167844892,-5.577985764;84.61843872,45.10056305,0.481039792,-8.842344284;86.13291931,31.12867355,-3.123361588,-5.990281582;78.34519958,63.57444382,9.198812485,-11.6791954;84.66334534,33.68750381,-5.053418636,-17.30399323;89.11257935,50.48481369,0.840531707,-9.224757195;79.66326141,28.02979279,-15.07618809,-20.53096581;67.83119202,7.729839802,3.7505126,1.547891855;66.49336243,10.56301975,-0.263030142,-0.59415096;86.46033478,38.09709167,-2.894078016,-27.44677925
17,66.04827881,6.881445885,-1.479031205,0.303645641;32.90264511,88.00485229,9.264738083,2.802394629;85.16010284,30.34264183,-13.44119072,-23.87129211;65.38199615,33.65075302,0.288041502,-1.917626262;84.62815857,31.15361023,-8.966916084,-15.06713581;78.56153107,22.94645119,-13.0615406,-19.68164253;86.59343719,29.38456154,-6.666018486,-19.51038933;76.69661713,70.33455658,11.42803574,-7.388436794;87.53017426,49.15100861,1.519124031,-19.92331886;85.14093018,36.80156708,-2.412142277,-15.02829361;62.90857315,5.258732796,-0.150068283,0.668041825;2.140368462,45.68641281,0.117348172,-0.297523439;55.00982285,2.534536362,-13.43320179,-4.677240372;88.61489105,53.33647537,0.325446606,-16.32197952;87.91617584,37.81690979,-0.83090049,-13.10951042;89.28289795,47.61012268,1.502176046,-5.920679092;84.69246674,43.88072968,1.348449349,-12.32900524;86.03916168,30.45263863,-0.057862151,-7.523031235;79.09440613,62.52440643,8.098610878,-9.913876534;83.95691681,31.63881874,-7.322436333,-20.80937576;89.14783478,49.78918839,-1.368533134,-6.799623966;78.55570221,26.5804081,-10.69568729,-14.63867569;67.95571899,7.814035416,1.114984989,0.757028222;66.47466278,10.48124695,0.0947446,-0.589223325;86.13084412,35.83521652,-5.035799026,-22.95884323
18,65.83527374,6.61494875,-4.713935852,-0.983936548;33.51560974,88.15294647,6.284613609,1.743778586;83.86425018,27.85312843,-13.32434654,-25.37501717;65.39830017,33.49133301,0.076527357,-1.601848245;84.0545578,29.77945328,-6.381710052,-13.6726017;77.51810455,21.36426544,-10.83799171,-15.960639;85.78443146,27.42035484,-8.549338341,-19.37262154;77.56040955,69.83420563,8.682980537,-5.114565849;87.53816223,47.51101303,-0.163059264,-16.44714737;84.87586975,35.30927658,-1.501205444,-15.19594479;62.81838989,5.220626831,-0.711517811,0.086597241;2.144582272,45.65779495,0.047355969,-0.119009376;53.69132614,2.18973875,-13.12145615,-1.269241214;88.75996399,51.95982742,1.690246701,-13.79676342;87.8527298,36.49633408,-0.31910041,-13.05377579;89.41782379,46.83340454,0.66321224,-7.724522114;84.77949524,42.78317261,0.163731217,-11.00702381;86.15737915,29.93009567,0.781699002,-4.87583828;79.70167542,61.7382431,6.076123238,-7.80183363;82.47693634,29.77671623,-15.85154152,-17.84935379;88.82914734,48.2412262,-2.508380175,-15.6345396;77.48977661,24.9568882,-10.10265636,-16.73908997;68.0868454,7.924733639,1.209430933,0.582251906;66.45213318,10.39934158,-0.791031599,-0.469224691;85.80002594,33.82188034,-2.00777936,-19.87949371
19,65.58779144,6.402125359,-2.680324078,-1.927938819;34.24994659,88.34667206,7.46630764,1.273639202;83.04540253,26.00230598,-8.383665085,-18.45920181;65.38652039,33.35270691,-1.770955086,-0.566414475;83.26670074,28.63980865,-8.026936531,-11.98998928;76.75588226,20.19896698,-6.331836224,-12.62165737;84.7909317,25.99438095,-10.48320293,-13.93667698;78.35418701,69.15618134,6.867826462,-7.72261858;87.56004333,45.56998825,0.584594369,-19.22740555;84.59246826,33.19519806,-4.499062061,-20.68788338;62.78639221,5.19116497,-0.678816319,-0.130852446;2.139888287,45.64943695,-0.005055939,-0.027587179;52.31632233,1.962097764,-13.65815544,-3.774687529;88.88076782,50.94981384,1.54473269,-10.07884026;87.74488831,35.48203278,-1.398024201,-10.31368542;89.44042206,46.26712036,-0.497913122,-5.005449295;84.93740845,41.42561722,2.288205385,-13.44152641;86.08081055,29.45708847,-1.190765738,-4.552370071;80.39894104,60.90061569,6.826613903,-8.281716347;80.92787933,27.83542061,-16.09904099,-19.25691605;88.43540192,46.48949814,-3.876166821,-17.70738602;76.39271545,23.36815262,-12.03099728,-15.31668949;68.19520569,8.002215385,0.379501045,0.209703624;66.43610382,10.3005209,0.006644815,-1.091914773;85.50231171,31.46361542,-4.091861725,-23.64544296
20,65.36843109,6.245607376,-1.986500978,-1.715566039;35.14170837,88.59659576,8.769363403,2.994720936;82.5810318,24.70786285,-5.356392384,-12.59625435;65.21756744,33.07365799,-2.58864069,-2.538617849;82.51738739,27.47365761,-7.060078144,-11.88611794;75.69490814,18.52843475,-11.87368679,-15.97379875;83.79820251,24.00962257,-9.785497665,-20.42313576;79.31135559,68.11572266,9.928547859,-10.33246231;87.51979828,43.76468277,-0.906457245,-18.28761292;84.18754578,31.63726616,-3.721245527,-15.56465721;62.75957108,5.145980835,-2.887881279,0.998332083;2.13867712,45.6307869,-0.031373885,-0.04278066;50.9758873,1.775670767,-13.44996357,-0.570320129;89.10446167,49.86086273,2.206153154,-10.75392342;87.62793732,34.73821259,-1.35330236,-7.510357857;89.3839798,45.81497574,-0.850461602,-4.56532383;85.18065643,39.78299332,2.343230486,-16.45524788;86.02719879,29.16855049,0.276095778,-2.957073212;81.2989502,59.87976837,8.986626625,-10.32477283;79.95475769,26.460989,-9.015071869,-14.3458004;88.38393402,44.6445694,-0.299165994,-18.63008118;75.51685333,22.24002266,-8.833497047,-11.33556843;68.20774841,8.082821846,0.128416643,0.616749883;66.40644073,10.19617939,-0.42302832,-1.021724224;84.6531601,28.78167534,-9.664173126,-26.0970993
21,65.22239685,6.159029007,-1.6436584,-0.993913054;35.82379532,88.78164673,7.046079159,1.475596786;81.48571777,22.45348549,-9.873224258,-23.12860298;65.05328369,32.84399414,-1.806419015,-2.777943134;81.93544006,26.61872292,-5.145625114,-8.743941307;74.89749908,17.37544632,-8.08793354,-11.19302177;83.08293152,22.43267059,-6.916356087,-16.21806908;80.05334473,67.38428497,7.411730766,-7.459438801;87.38425446,42.35506821,-0.909368992,-13.96097946;83.81951141,30.05682373,-3.889829636,-15.73559284;62.27451324,4.950881481,-5.738357544,-1.495041251;2.12572217,45.64223099,-0.00524959,-0.110684693;49.44604492,1.647256613,-15.47756481,-2.136651993;89.39333344,48.73869324,2.587371349,-10.94595051;87.2906189,33.83384323,-3.827413321,-8.651885033;89.22386169,45.17825699,-1.602221608,-6.41978693;85.29850769,38.49922943,1.034799218,-12.96500397;86.12322235,28.81966209,1.414972186,-3.337302208;81.99728394,59.03594971,6.974890232,-8.338607788;79.32762909,25.36803246,-6.899333477,-10.53051949;88.3618927,43.32089615,0.733916044,-13.1676712;74.75739288,21.2440033,-8.826777458,-8.454387665;68.11193848,8.203329086,-3.291871071,0.012356369;66.3645401,10.08922863,-0.386369824,-0.862706006;83.47306061,26.16872406,-11.87129688,-26.34131432
22,65.09285736,6.06483984,-1.389214277,-0.86847353;36.31192017,88.83270264,4.719311714,0.64618957;80.6423645,20.60283852,-8.648338318,-18.55219269;64.93862915,32.68325424,-1.20734036,-1.504938483;81.65300751,25.93037605,-2.905575752,-6.911185741;74.32868195,16.55041504,-5.900296688,-8.426689148;82.18844604,21.08705521,-9.692469597,-12.90548038;80.69402313,66.59553528,5.911719799,-7.652810574;87.23835754,40.59790039,-2.497853041,-17.40138817;83.14932251,28.0914917,-7.25456953,-19.53192902;61.90888596,4.792613506,-3.692874432,-1.696256876;2.125599384,45.63739014,-0.068561979,-0.052897204;47.95745468,1.612529397,-14.51186466,-0.079969928;89.38259888,47.93790054,-0.853970647,-7.937716484;86.75241089,32.522789,-5.86938715,-13.28048325;89.20674133,44.6893425,0.456252396,-5.03553772;85.30205536,37.31786728,-2.125220776,-11.61778641;86.11364746,28.62016296,0.043452609,-1.858233571;82.62193298,58.11845779,6.280021667,-8.653564453;78.06910706,23.72203255,-12.55795288,-16.53407288;88.55421448,41.78993607,1.520169377,-15.14110565;73.63910675,19.95708847,-10.22472763,-14.07989597;68.02509308,8.071360588,-1.746839643,-1.562068105;66.34675598,10.01779461,-0.240258574,-0.738395691;82.57036591,23.78278732,-9.097572327,-24.09727097
